ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
321,Cody Gakpo,Gakpo,FWD,Liverpool,,2.9,2.9,22,142,,6.2,5.7,7,682,3,1,2.83,0.37,0.78,0.1,3.6,0.47,2,0.26,8,1.06,8.08,1.07,0,0,0,3,0,0,0,9,192,192.2,176.1,254,62.3,20,164,7,102,20,53,20,89,43,22276,311942,4340,449053,6.1,0.7,5.2,24,0
322,Joe Gomez,Gomez,DEF,Liverpool,,2.1,1.8,86,275,,3,2.5,3,301,0,0,0.33,0.1,0.03,0.01,0.36,0.11,1,0.3,4,1.2,3.73,1.12,0,0,0,0,0,0,0,0,56,82.4,6.2,54,14.4,104,293,131,391,68,229,104,321,11,6210,232127,4785,81266,2.2,0.4,2,162,0
323,Ryan Gravenberch,Gravenberch,MID,Liverpool,,0.9,2.5,74,178,,3.5,3,15,1326,0,1,0.62,0.04,1.49,0.1,2.11,0.14,7,0.48,12,0.81,13.93,0.95,0,0,0,4,0,0,0,1,246,220,173,49,44.2,49,142,76,105,133,243,88,153,37,1106,185058,3281,134918,7.4,0.5,2.5,116,0
324,Curtis Jones,Jones,MID,Liverpool,,0.6,3.2,42,101,,3.8,3.3,7,633,2,2,1.96,0.28,0.22,0.03,2.18,0.31,2,0.28,9,1.28,8.86,1.26,0,0,0,1,0,0,0,3,180,178.6,103.9,193,47.6,71,183,115,176,44,74,83,141,39,1071,121493,4664,72203,7.4,0.5,2.8,105,1
325,Caoimhin Kelleher,Kelleher,GKP,Liverpool,,4.1,4.6,3,29,,5,4.5,8,720,0,0,0,0,0,0,0,0,3,0.38,9,1.12,9.68,1.21,0,1,0,0,0,24,3,1,127,196.8,0,0,19.7,18,156,65,651,60,636,20,285,37,3340,693774,69977,323649,8,0.9,4,53,1
326,Ibrahima KonatÈ,KonatÈ,DEF,Liverpool,Knee injury - Unknown return date,4.4,3.8,11,61,,0,0,11,974,1,1,0.88,0.08,0.15,0.01,1.03,0.09,5,0.46,8,0.74,9.92,0.92,0,0,0,4,0,0,0,1,200,228.8,46.9,65,34.2,51,131,77,274,56,210,59,206,46,213,2092665,27045,1968123,8.8,0,0,674,0
327,Luis DÌaz,Luis DÌaz,MID,Liverpool,,15.5,4.9,13,25,,3.2,2.7,10,877,5,3,3.78,0.39,1.48,0.15,5.26,0.54,7,0.72,6,0.62,8.42,0.86,0,0,0,1,0,0,0,8,225,281.8,249.3,319,85,28,81,46,58,21,36,27,37,73,5316,4320719,71161,3764050,9.9,0.3,2.2,151,3
494,James Maddison,Maddison,MID,Spurs,,7.6,5.7,6,10,,8.8,7.3,13,1021,7,5,3.94,0.35,4.33,0.38,8.27,0.73,4,0.35,13,1.15,15.64,1.38,0,0,0,3,0,0,0,12,401,484.4,435.6,387,130.7,5,9,12,13,12,24,6,8,91,36114,1333940,20197,1081413,12,1,7.8,4,3
329,Alexis Mac Allister,Mac Allister,MID,Liverpool,,1.3,1.8,131,282,,0,1.7,12,984,0,0,0.57,0.05,1.65,0.15,2.22,0.2,6,0.55,7,0.64,10.17,0.93,0,0,0,5,0,0,0,0,158,149,233.2,126,50.9,85,211,49,62,83,127,72,125,25,1103,97127,1241,258804,4,0.2,1.2,254,0
330,James McConnell,McConnell,MID,Liverpool,,0.1,0,232,577,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,570,232,565,223,542,230,572,0,69,7723,147,7085,0,0,0,523,0
331,Tyler Morton,Morton,MID,Liverpool,,0.1,0,231,575,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,568,231,563,222,540,229,570,0,123,27913,415,21913,0,0,0,520,0
332,Nathaniel Phillips,N.Phillips,DEF,Liverpool,Loaned to Derby County,0.1,0,172,501,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,496,173,477,156,437,174,498,0,0,4026,39,16502,0,0,0,421,0
333,Jarell Quansah,Quansah,DEF,Liverpool,,1.7,0.8,151,453,,1.5,1,2,172,0,0,0,0,0.12,0.06,0.12,0.06,0,0,4,2.09,3.34,1.75,0,0,0,1,0,0,0,0,11,46.8,3.9,2,5.3,121,348,140,402,133,385,133,392,3,8725,179045,3429,588351,0.8,0.1,0.5,323,0
334,Rhys Williams,R.Williams,DEF,Liverpool,Loaned to Morecambe,0.1,0,174,506,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,502,176,483,159,443,177,504,0,0,828,29,13566,0,0,0,427,0
335,Andrew Robertson,Robertson,DEF,Liverpool,,5.5,3.1,31,115,,2.2,1.7,13,1041,0,0,0.43,0.04,1.74,0.15,2.17,0.19,6,0.52,12,1.04,11.68,1.01,0,0,0,1,1,0,0,2,200,162,309.6,88,55.8,73,195,7,39,35,173,22,104,44,1450,914037,46929,874374,7.5,0.2,1.2,251,0
336,Dominik Szoboszlai,Szoboszlai,MID,Liverpool,,1.5,2.9,59,141,,5,4.5,11,1025,1,2,1.9,0.17,2.19,0.19,4.09,0.36,5,0.44,9,0.79,10.66,0.94,0,0,0,3,0,0,0,4,222,179.2,348.8,193,72.3,69,181,26,31,45,75,38,61,43,1248,247478,3158,346845,6.8,0.6,4,59,0
337,Konstantinos Tsimikas,Tsimikas,DEF,Liverpool,Knock - 25% chance of playing,0.2,2.2,67,216,,0.2,0.1,2,228,0,0,0.08,0.03,0.59,0.23,0.67,0.26,1,0.39,1,0.39,2,0.79,0,0,0,0,0,0,0,1,68,61,53.2,19,13.5,115,330,70,261,99,311,106,324,13,31,22839,329,56091,2.8,0,0,616,0
339,Virgil van Dijk,Virgil,DEF,Liverpool,,25.3,4.3,6,38,,3.2,2.7,15,1350,1,1,0.9,0.06,0.32,0.02,1.22,0.08,7,0.47,13,0.87,14.78,0.99,0,0,0,1,0,0,0,3,274,343.8,73.1,135,55.1,13,43,57,222,12,120,23,106,65,18254,2042546,46474,915349,10,0.3,2.2,149,0
636,Federico Chiesa,Chiesa,MID,Liverpool,,0.1,1,218,445,,0.8,0.5,0,18,0,0,0.16,0.8,0.08,0.4,0.24,1.2,0,0,0,0,0.55,2.75,0,0,0,0,0,0,0,0,-1,0.2,0.9,15,1.6,225,472,219,426,175,319,213,444,1,109,44546,118,45282,0.1,0,0,697,0
660,VÌtezslav Jaros,Jaros,GKP,Liverpool,,0.2,1,35,384,,1,0.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.14,1.15,0,0,0,0,0,1,8.18,0,6,8.8,0,0,0.9,36,433,33,488,23,448,36,455,1,49,34653,260,17237,0.2,0,0,433,0
669,Harvey Davies,Davies,GKP,Liverpool,,0,0,62,522,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,517,40,499,30,459,62,519,0,27,984,31,535,0,0,0,444,0
688,Treymaurice Nyoni,Nyoni,MID,Liverpool,,0,0,289,655,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,649,289,646,284,631,287,651,0,28,217,16,77,0,0,0,609,0
692,Amara Nallo,Nallo,DEF,Liverpool,,0,0,211,556,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,550,210,531,199,497,212,552,0,24,211,24,92,0,0,0,481,0
340,Manuel Akanji,Akanji,DEF,Man City,Pelvic - 25% chance of playing,2.8,1.9,83,269,,0.2,0.2,12,1006,0,0,0.35,0.03,0.89,0.08,1.24,0.11,2,0.18,15,1.34,15.86,1.42,0,0,0,3,0,0,0,0,141,183.8,172.1,43,40,70,175,22,107,76,254,52,180,23,23,359021,9229,593985,4.3,0,0,678,0
341,Nathan AkÈ,AkÈ,DEF,Man City,Hamstring injury - Unknown return date,0.9,1.8,87,281,,0,0,3,298,0,0,0.11,0.03,0.08,0.02,0.19,0.05,1,0.3,6,1.81,7.98,2.41,0,0,0,0,0,0,0,0,39,42.4,13.5,11,6.7,127,357,116,352,114,337,123,375,9,28,44183,1235,238573,1.7,0.3,1.4,227,0
342,Bernardo Veiga de Carvalho e Silva,Bernardo,MID,Man City,,3.5,3.2,46,105,,4.6,4.6,14,1284,1,4,2.38,0.17,2.86,0.2,5.24,0.37,3,0.21,22,1.54,21.17,1.48,0,0,0,4,0,0,0,5,277,269.4,460.6,371,110,32,89,10,11,16,28,13,17,51,2081,780875,8325,951393,8.1,0.6,3.6,71,0
343,Oscar Bobb,Bobb,MID,Man City,Leg injury - Unknown return date,0.1,0,294,661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,656,294,653,289,640,292,657,0,22,2605,67,29089,0,0,0,620,0
344,Scott Carson,Carson,GKP,Man City,,0.2,0,42,488,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,482,17,461,7,419,42,484,0,103,12849,152,13814,0,0,0,404,0
345,Kevin De Bruyne,De Bruyne,MID,Man City,,5,4.2,16,41,,5.6,5.6,7,624,2,3,2.11,0.3,3.24,0.47,5.35,0.77,3,0.43,8,1.15,7.35,1.06,0,0,0,2,0,0,0,5,189,184,393.7,176,75.2,65,174,16,19,54,87,35,56,42,4382,936461,12052,1364800,4.4,0.5,4.6,41,2
346,JÈrÈmy Doku,Doku,MID,Man City,,1.7,3.3,39,89,,4.6,4.6,7,612,2,2,0.71,0.1,1.4,0.21,2.11,0.31,3,0.44,7,1.03,6.85,1.01,0,0,0,0,0,0,0,2,184,199.4,207.4,215,62.3,55,151,65,83,37,61,54,88,40,1966,409667,5178,617449,6.5,0.6,3.6,70,0
347,Ederson Santana de Moraes,Ederson M.,GKP,Man City,,6.3,2.6,27,168,,1.4,1.4,13,1170,0,1,0,0,0.01,0,0.01,0,2,0.15,19,1.46,17.82,1.37,0,0,0,3,0,29,2.23,2,128,276.6,10,0,28.6,14,85,8,375,71,685,14,238,34,1286,559304,8241,773233,6.3,0.1,0.4,349,0
348,Phil Foden,Foden,MID,Man City,,3.9,1.9,126,272,,2,2,7,718,0,1,1.53,0.19,3.08,0.39,4.61,0.58,1,0.13,13,1.63,15.65,1.96,0,0,0,1,0,0,0,0,123,81.8,331.7,146,56.1,137,295,27,33,69,106,60,102,21,929,697956,2895,2070458,2.3,0.1,1,271,0
349,Jack Grealish,Grealish,MID,Man City,,0.2,1.8,132,283,,2.4,2.4,5,476,0,1,0.64,0.12,1.22,0.23,1.86,0.35,1,0.19,7,1.32,8.57,1.62,0,0,0,2,0,0,0,3,121,103.6,257.3,161,52.2,120,270,38,49,63,98,69,118,22,215,39565,499,46082,3.4,0.2,1.4,229,0
350,Joöko Gvardiol,Gvardiol,DEF,Man City,,23.8,4.3,5,37,,3.8,3.8,14,1302,4,0,1.69,0.12,1.85,0.13,3.54,0.25,3,0.21,20,1.38,19.19,1.33,0,0,0,0,0,0,0,7,249,424.6,300.7,246,97.3,4,15,8,41,1,55,1,23,64,20439,2426951,34423,3204648,10.5,0.5,2.8,106,2
351,Erling Haaland,Haaland,FWD,Man City,,38.6,6.2,1,5,,4.6,4.6,16,1439,13,1,12.99,0.81,0.87,0.05,13.86,0.86,3,0.19,23,1.44,23.55,1.47,0,0,0,2,0,0,0,15,445,533.4,153,915,160.4,1,5,12,127,1,1,1,4,100,3580,2835357,130169,4436915,6.7,0.2,3.6,75,3
352,Juli·n √lvarez,J.Alvarez,FWD,Man City,Transferred to Atletico Madrid,0.1,0,75,699,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,699,75,699,75,699,75,699,0,0,0,27,29084,0,0,0,698,0
353,Jo„o Cavaco Cancelo,Jo„o Cancelo,DEF,Man City,Permanent transfer to Saudi club Al-Hilal,0.2,0,234,688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,688,234,686,234,683,234,688,0,0,4654,37,77340,0,0,0,677,0
354,Mateo Kova?i?,Kova?i?,MID,Man City,,1.3,3.8,27,62,,1.2,1.2,10,900,3,1,0.98,0.1,1.5,0.15,2.47,0.25,2,0.2,15,1.5,15.06,1.51,0,0,0,3,0,0,0,8,229,251,256.3,106,61.3,36,105,40,51,95,145,55,90,46,649,676348,1902,681121,8.5,0,0.2,388,2
355,Rico Lewis,Lewis,DEF,Man City,,7.6,2.6,46,163,,0,2.2,12,1022,1,2,0.99,0.09,0.6,0.05,1.59,0.14,2,0.18,16,1.41,16.64,1.47,0,0,0,2,1,0,0,1,131,177,129.8,105,41.2,72,187,32,153,22,148,49,171,36,4434,2343822,23222,1713295,7.8,0.3,1.2,237,0
356,Matheus Luiz Nunes,Matheus N.,MID,Man City,,0.2,2.3,88,206,,3,3,6,527,0,3,0.17,0.03,1.73,0.3,1.9,0.33,1,0.17,9,1.54,10.34,1.77,0,0,0,1,0,0,0,2,125,133,212.9,83,43,101,234,61,77,108,178,91,159,28,356,70051,1015,59275,5.7,0.4,2,163,0
357,James McAtee,McAtee,MID,Man City,,0,1,195,417,,1.2,1.2,0,2,0,0,0,0,0.02,0.9,0.02,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.2,1,2,0.3,223,470,218,425,210,397,224,468,2,62,4433,95,9789,0.4,0,0.2,380,0
358,Stefan Ortega Moreno,Ortega Moreno,GKP,Man City,,0.6,3.3,14,87,,3,3,3,270,0,0,0,0,0,0,0,0,1,0.33,4,1.33,5.73,1.91,0,0,0,0,0,9,3,0,48,75.4,0,0,7.5,29,304,70,685,68,681,29,364,10,237,15345,1111,51867,1.9,0.4,2,168,0
360,Rodrigo 'Rodri' Hernandez,Rodrigo,MID,Man City,Knee injury - Expected back 01 Jun,0.8,1,217,444,,0,0,1,65,0,0,0,0,0.09,0.12,0.09,0.12,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0,0,18,10.8,17.1,0,2.8,200,423,192,340,315,695,202,417,2,47,39072,326,414631,0.3,0,0,692,0
361,R˙ben Gato Alves Dias,R˙ben,DEF,Man City,,3,2.2,68,224,,2.8,2.8,12,1086,0,0,1.12,0.09,0.74,0.06,1.86,0.15,3,0.25,14,1.16,15.79,1.31,1,0,0,3,0,0,0,1,144,231,120.6,76,42.9,50,128,36,163,43,191,44,160,28,3423,329872,4188,493945,5.2,0.3,1.8,187,0
362,John Stones,Stones,DEF,Man City,,1.3,2.9,38,138,,0.2,1,3,283,2,0,0.6,0.19,0.12,0.04,0.72,0.23,0,0,5,1.59,3.13,1,0,0,0,1,0,0,0,1,56,97.6,21,70,18.7,102,282,107,329,53,205,96,295,20,147,185398,2424,315031,3.8,0,0,676,1
363,Kyle Walker,Walker,DEF,Man City,,3.5,0.9,149,450,,1.6,1.6,9,872,0,0,0.12,0.01,1.32,0.14,1.44,0.15,0,0,19,1.96,17.84,1.84,0,0,0,2,0,0,0,0,65,148.8,143.9,29,32.2,83,212,26,130,87,282,67,217,11,1957,168169,4187,795457,2.1,0.1,0.6,318,0
571,S·vio 'Savinho' Moreira de Oliveira,S·vio,MID,Man City,,0.9,2.8,66,153,,2.4,2.4,9,711,0,3,2.09,0.26,2.98,0.38,5.07,0.64,2,0.25,12,1.52,9.01,1.14,0,0,0,2,0,0,0,6,154,145.4,330,256,73.2,89,218,28,34,33,52,36,57,36,295,487379,2769,486403,5.6,0.2,1.4,230,0
607,Nico O'Reilly,O‚ÄôReilly,MID,Man City,,0,0,300,670,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,669,300,664,298,659,300,669,0,15,1092,29,1653,0,0,0,646,0
625,Ilkay G¸ndogan,G¸ndogan,MID,Man City,,0.5,2,117,256,,2.8,2.8,12,1038,0,1,1.55,0.13,1.62,0.14,3.16,0.27,2,0.17,17,1.47,19.16,1.66,0,0,0,1,0,0,0,0,182,143.4,363.8,135,64.1,90,220,22,26,78,119,52,85,30,462,132805,1196,114044,4.6,0.3,1.8,193,0
626,Issa KaborÈ,KaborÈ,DEF,Man City,Loaned to Benfica,0,0,231,613,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,606,231,602,226,584,231,608,0,0,491,0,738,0,0,0,561,0
671,Jacob Wright,Wright,MID,Man City,,0,0,268,628,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,621,268,618,261,601,266,623,0,48,1174,36,607,0,0,0,579,0
672,Jahmai Simpson-Pusey,Simpson-Pusey,DEF,Man City,,0,0,198,543,,1,1,1,90,0,0,0,0,0.01,0.01,0.01,0.01,0,0,2,2,2.29,2.29,0,0,0,1,0,0,0,0,4,18.2,1.8,0,2,142,401,146,415,184,482,148,434,0,93,3012,108,1336,0,0,0,466,0
675,Josh Wilson-Esbrand,Wilson-Esbrand,DEF,Man City,,0,0,180,518,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,513,181,495,164,455,182,515,0,66,1255,57,605,0,0,0,440,0
698,Divin Mubama,Mubama,FWD,Man City,,0,0,56,615,,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,608,54,604,53,587,53,610,0,485,485,49,49,0,0,0,563,0
364,Amad Diallo,Amad,MID,Man Utd,,9.8,4.6,14,30,,6.6,7.6,9,883,2,7,1.95,0.2,1.37,0.14,3.32,0.34,5,0.51,11,1.12,14.4,1.47,0,0,0,2,0,0,0,8,276,305.4,291.8,280,87.8,18,58,34,44,26,41,25,35,65,260719,1371769,4150,695448,12.5,1.5,7.6,7,1
365,Antony Matheus dos Santos,Antony,MID,Man Utd,,0.2,1,214,441,,-0.6,0.4,0,50,0,0,0.23,0.41,0.06,0.11,0.29,0.52,0,0,1,1.8,1.24,2.23,0,0,0,0,0,0,0,0,14,11.6,12.4,27,5,198,420,200,358,157,285,193,399,4,201,15299,272,31562,0.7,0.1,0.4,352,0
366,Bruno Borges Fernandes,B.Fernandes,MID,Man Utd,,14.2,5.1,9,18,,5.2,6.2,16,1339,4,6,5.6,0.38,2.85,0.19,8.45,0.57,6,0.4,18,1.21,19.87,1.34,0,0,0,1,1,0,0,10,348,426.2,499.1,259,118.2,6,14,5,6,31,49,8,11,81,38490,1753798,16215,2233677,9.6,0.7,6.2,13,2
367,Altay Bayindir,Bayindir,GKP,Man Utd,,0.1,0,69,565,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,559,55,549,48,522,69,561,0,45,2066,66,6618,0,0,0,503,0
368,Carlos Henrique Casimiro,Casemiro,MID,Man Utd,,0.6,2.4,76,187,,-0.2,0.8,9,743,1,0,0.93,0.11,1.37,0.17,2.3,0.28,3,0.36,11,1.33,13.32,1.61,0,0,0,1,0,0,0,3,169,223.6,203.1,118,54.5,48,135,68,86,85,131,63,108,29,345,116019,2344,129005,6,0.2,0.8,284,1
369,Diogo Dalot Teixeira,Dalot,DEF,Man Utd,,10.1,3.2,27,100,,1.4,2.4,16,1406,0,1,0.78,0.05,1.12,0.07,1.9,0.12,5,0.32,19,1.22,23.22,1.49,0,0,0,3,0,0,0,6,204,240.8,167.4,99,50.6,45,116,24,115,26,157,31,126,51,14608,1225407,18718,1065985,9.8,0.5,2.4,128,2
370,Christian Eriksen,Eriksen,MID,Man Utd,,0.2,1.8,130,280,,-0.6,0.4,6,505,0,0,0.12,0.02,1.08,0.19,1.2,0.21,3,0.53,4,0.71,8.79,1.57,0,0,0,2,0,0,0,0,97,75.4,226.3,20,32.2,142,305,54,69,170,306,110,218,16,98,21532,336,31228,3,0.1,0.4,348,0
371,Jonny Evans,Evans,DEF,Man Utd,Knock - 75% chance of playing,0.1,2.3,57,199,,-0.6,0.2,3,288,0,0,0.08,0.02,0.02,0.01,0.1,0.03,1,0.31,2,0.62,2.62,0.82,0,0,0,1,0,0,0,3,62,51,4.1,6,6.1,118,343,138,400,124,362,128,383,14,11,8162,156,14497,3.2,0,0.2,371,1
372,Alejandro Garnacho,Garnacho,MID,Man Utd,,7.1,3.2,45,104,,0.6,1.6,10,937,3,2,4.01,0.39,0.58,0.06,4.59,0.45,2,0.19,16,1.54,16.24,1.56,0,0,0,1,0,0,0,3,158,198.8,162.9,411,77,56,152,83,118,10,20,33,51,48,2029,1110002,42014,2135914,7.7,0.3,1.6,208,1
373,Hannibal Mejbri,Hannibal,MID,Man Utd,Permanent move to Burnley,0,0,254,610,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,603,254,599,247,580,252,605,0,0,1740,35,11308,0,0,0,558,0
374,Tom Heaton,Heaton,GKP,Man Utd,,0.2,0,44,490,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,484,19,463,9,421,44,486,0,54,10757,180,12976,0,0,0,406,0
375,Rasmus H¯jlund,H¯jlund,FWD,Man Utd,,1.7,3,20,125,,1.4,2.4,8,681,2,1,1.64,0.22,0.39,0.05,2.03,0.27,2,0.26,11,1.45,11.3,1.49,0,0,0,1,0,0,0,4,117,90.6,93,100,28.1,26,285,24,192,32,153,29,242,33,17386,305006,3959,224375,4.8,0.3,2.4,134,0
376,Victor Lindelˆf,Lindelof,DEF,Man Utd,,0.1,0.8,154,456,,-0.8,0.2,0,59,0,0,0,0,0.04,0.06,0.04,0.06,0,0,1,1.53,1.38,2.11,0,0,0,1,0,0,0,0,10,18,15.5,4,3.8,144,403,111,345,129,377,138,405,4,94,2796,39,15979,0.9,0,0.2,368,0
377,Harry Maguire,Maguire,DEF,Man Utd,,0.4,1.3,114,355,,-0.2,0.8,5,447,0,0,0.04,0.01,0.03,0.01,0.07,0.02,1,0.2,3,0.6,4.25,0.86,0,0,0,4,0,0,0,0,71,83.2,26.7,14,12.5,103,292,97,311,107,323,107,328,12,943,29142,316,66160,2.4,0.2,0.8,291,0
378,Kobbie Mainoo,Mainoo,MID,Man Utd,,2,1.9,123,268,,0.2,1.2,9,816,0,0,0.21,0.02,0.7,0.08,0.91,0.1,5,0.55,10,1.1,10.84,1.2,0,0,0,5,0,0,0,0,126,103.6,107.5,46,26,119,269,113,174,138,249,129,254,19,892,132983,1583,577539,3.7,0.2,1.2,246,0
379,Tyrell Malacia,Malacia,DEF,Man Utd,,0,0,222,573,,-1,0,1,45,0,0,0,0,0.01,0.02,0.01,0.02,0,0,0,0,0.23,0.46,0,0,0,1,0,0,0,0,0,2,1.7,0,0.4,159,462,148,417,216,533,159,463,0,86,1871,101,1741,0,0,0,514,0
380,Lisandro MartÌnez,Martinez,DEF,Man Utd,,3.6,3.2,21,91,,1.4,2.4,13,1156,0,1,0.93,0.07,0.75,0.06,1.68,0.13,5,0.39,16,1.25,19.09,1.49,0,0,0,5,0,0,0,2,193,235.2,85.4,93,41.4,46,120,48,201,31,166,48,170,41,10164,281024,2526,474926,9.3,0.5,2.4,119,0
381,Scott McTominay,McTominay,MID,Man Utd,Transferred to Napoli,0.1,1,204,429,,0,0,0,17,0,0,0.07,0.37,0,0,0.07,0.37,0,0,1,5.29,0.66,3.49,0,0,0,0,0,0,0,0,4,3.2,0.3,5,0.9,217,455,226,441,201,375,217,456,2,0,6691,59,92245,0.4,0,0,637,0
382,Mason Mount,Mount,MID,Man Utd,Knock - 75% chance of playing,0.1,1,216,443,,0,0.8,4,243,0,0,0.4,0.15,0.08,0.03,0.48,0.18,1,0.37,4,1.48,4.08,1.51,0,0,0,2,0,0,0,0,16,20.8,55.2,43,11.8,187,397,162,258,141,255,162,332,8,136,6183,284,24515,1.3,0.2,1,269,0
383,AndrÈ Onana,Onana,GKP,Man Utd,,9.7,4.2,6,39,,1.8,2.8,16,1440,0,0,0,0,0.19,0.01,0.19,0.01,6,0.38,19,1.19,23.26,1.45,0,1,0,0,0,41,2.56,5,257,365,13,0,37.8,10,33,1,354,69,682,10,192,67,19647,924735,11346,606647,12.9,0.5,2.8,104,0
384,Facundo Pellistri Rebollo,Pellistri,MID,Man Utd,Transferred to Panathinaikos,0,0,308,683,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,682,308,679,306,675,308,682,0,0,61,2,1874,0,0,0,665,0
385,Marcus Rashford,Rashford,MID,Man Utd,,3.9,3.6,34,75,,3.8,4.8,12,975,4,1,1.6,0.15,1.36,0.13,2.96,0.28,5,0.46,9,0.83,14.79,1.37,0,0,0,2,0,0,0,3,186,238.8,254.7,194,68.9,40,117,41,52,43,73,42,67,54,3442,673019,46195,763057,7.8,0.7,4.8,35,1
387,Luke Shaw,Shaw,DEF,Man Utd,Muscle injury - Unknown return date,0.2,1,146,426,,0,0,0,68,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0.5,0.66,0,0,0,0,0,0,0,0,19,16.6,2.6,0,2,146,407,144,408,233,650,150,436,2,24,4689,228,63571,0.4,0.1,0.4,345,0
389,Joshua Zirkzee,Zirkzee,FWD,Man Utd,,1.7,2.5,26,182,,2.4,3.4,5,597,3,1,2.76,0.42,0.44,0.07,3.2,0.49,3,0.45,7,1.06,9.8,1.48,0,0,0,1,0,0,0,6,143,164.8,115.3,203,48.3,21,194,21,169,25,68,22,138,40,884,450793,3903,582766,6.1,0.5,3.4,82,1
572,Leny Yoro,Yoro,DEF,Man Utd,,0.2,1,141,398,,-0.4,0.6,1,107,0,0,0,0,0,0,0,0,0,0,4,3.36,2.37,1.99,0,0,0,0,0,0,0,0,4,24,1.3,0,2.5,137,383,151,422,212,527,143,423,3,1093,20945,782,19319,0.7,0.1,0.6,306,0
593,Matthijs de Ligt,De Ligt,DEF,Man Utd,,4.7,2.6,47,166,,0.4,1.4,13,1136,1,0,1.22,0.1,0.04,0,1.26,0.1,3,0.24,18,1.43,20.53,1.63,0,0,0,2,0,0,0,3,177,253.8,33.5,172,46.3,39,102,89,295,7,89,36,145,42,6262,535926,8423,558403,8.4,0.3,1.4,225,1
594,Noussair Mazraoui,Mazraoui,DEF,Man Utd,Knock - 75% chance of playing,16.5,2.9,36,129,,0.4,1,14,1158,0,1,0.22,0.02,0.97,0.08,1.19,0.1,4,0.31,14,1.09,20.13,1.56,0,0,0,1,0,0,0,4,212,290.2,101,52,44.2,27,73,42,179,71,235,40,152,46,21382,2734483,29064,1517599,9.8,0.3,1.4,216,2
