ID,Player Name,Name in FPL,Position,Team,News,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),,xPoints Upcoming GW,xPoints Next GW,Starts,Minutes Played,Goals,Assists,xG,xG per 90,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards),Red Cards,Saves,Saves per 90,Bonus,Total BPS,Influence,Creativity,Threat,ICT Index,Influence Rank (Position),Influence Rank (All),Creativity Rank (Position),Creativity Rank (All),Threat Rank (Position),Threat Rank (All),ICT Index Rank (Position),ICT Index Rank (All),Total Points,Transfers in (Round),Transfers in (Season),Transfers Out (Round),Transfers out (Season),Season Value (Points Per Million),Value (Form; Points Per Million),Form,Current Form Rank (All),Dream Team Count
130,Kacper Koz?owski,Koz?owski,MID,Brighton,Permanent transfer to Gaziantep FK,0,0,257,614,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,607,257,603,250,585,255,609,0,0,0,0,93,0,0,0,562,0
131,Tariq Lamptey,Lamptey,DEF,Brighton,,0.5,3.2,22,92,,2.6,2.6,3,234,1,2,0.1,0.04,0.19,0.07,0.29,0.11,0,0,9,3.46,4.08,1.57,0,0,0,0,0,0,0,1,39,97.8,45.1,10,15.3,101,281,81,280,117,341,102,316,16,2403,52333,1689,24200,3.6,0.6,2.6,109,1
132,Solly March,March,MID,Brighton,Lack of match fitness - 75% chance of playing,0,0,317,697,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,697,317,697,317,697,317,697,0,12,892,10,1099,0,0,0,694,0
133,Adrian Mazilu,Mazilu,MID,Brighton,Has joined Vitesse Arnhem on loan for the rest of the season,0,0,283,644,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,637,283,634,276,617,281,639,0,0,720,12,3911,0,0,0,596,0
134,James Milner,Milner,MID,Brighton,Hamstring injury - 25% chance of playing,0,1.7,135,293,,0,0,3,169,0,0,0.16,0.09,0.15,0.08,0.31,0.17,1,0.53,1,0.53,1.98,1.05,0,0,0,1,0,0,0,0,24,28.6,66.3,12,10.7,176,376,145,233,180,331,168,338,5,9,4565,36,10178,1,0,0,653,0
135,Yankuba Minteh,Minteh,MID,Brighton,,0.4,2.8,63,149,,2,2,6,508,2,2,1.28,0.23,1.37,0.24,2.65,0.47,1,0.18,10,1.77,7.42,1.31,0,0,0,2,0,0,0,0,114,136.6,161.5,144,44.2,94,227,85,121,71,108,90,155,31,213,256800,653,348399,6.1,0.4,2,167,0
136,Mitoma Kaoru,Mitoma,MID,Brighton,,9,3.9,24,55,,5,5,15,1362,3,3,3.91,0.26,2.6,0.17,6.51,0.43,2,0.13,23,1.52,23.48,1.55,0,0,0,0,0,0,0,6,258,295.8,368.1,434,109.8,21,65,21,25,8,13,14,18,63,9893,1868850,45336,1320246,9.5,0.8,5,26,0
137,Jakub Moder,Moder,MID,Brighton,,0.8,1,184,400,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.16,3.6,0,0,0,0,0,0,0,0,8,5,11.1,0,1.6,213,447,204,362,221,538,212,442,2,293,168109,2027,127106,0.5,0,0,519,0
138,Mark O‚ÄôMahony,O‚ÄôMahony,FWD,Brighton,Season long to Portsmouth,0.2,0,59,649,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,643,58,640,57,623,57,645,0,0,31158,221,68063,0,0,0,601,0
139,Odeluga Offiah,Offiah,DEF,Brighton,Loaned to Blackpool,0.1,0,178,516,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,511,179,493,162,453,180,513,0,0,2639,38,12612,0,0,0,438,0
140,Cameron Peupion,Peupion,MID,Brighton,,0.1,0,233,578,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,571,233,566,224,543,231,573,0,168,7695,197,7473,0,0,0,524,0
141,Jeremy Sarmiento Morante,Sarmiento,MID,Brighton,Loaned to Burnley,0,1,206,431,,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0,0.1,224,471,220,427,297,658,227,474,1,0,354,8,2880,0.2,0,0,645,0
142,Jason Steele,Steele,GKP,Brighton,,1.1,4.5,4,31,,0,0,2,180,0,0,0,0,0,0,0,0,1,0.5,1,0.5,1.88,0.94,0,0,0,0,0,3,1.5,1,46,40.4,0,0,4.1,30,359,44,532,35,499,30,403,9,209,289684,1011,298187,2.1,0,0,484,0
143,Deniz Undav,Undav,FWD,Brighton,Transferred to Stuttgart,0,0,73,693,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,693,73,692,73,691,73,693,0,0,0,1,1435,0,0,0,687,0
144,Jan Paul van Hecke,Van Hecke,DEF,Brighton,,1.1,2.1,70,232,,1.2,1.2,13,1160,0,1,0.57,0.04,0.69,0.05,1.26,0.09,2,0.16,17,1.32,18.03,1.4,0,0,0,4,0,0,0,0,160,289.2,111.4,72,47.3,28,74,38,170,49,200,35,143,29,1175,178398,2822,107182,6.4,0.3,1.2,236,0
145,JoÎl Veltman,Veltman,DEF,Brighton,Knock - 50% chance of playing,2.4,3.1,28,108,,0.2,0.2,11,956,0,0,0.07,0.01,1.07,0.1,1.14,0.11,3,0.28,12,1.13,14.82,1.4,0,0,0,1,0,0,0,5,152,156.8,70.3,18,24.6,77,204,58,225,100,313,84,263,34,32,608252,15364,489756,7.6,0.1,0.4,337,1
146,Bart Verbruggen,Verbruggen,GKP,Brighton,,3.2,2.6,26,162,,1.6,1.6,14,1260,0,0,0,0,0,0,0,0,2,0.14,24,1.71,23.66,1.69,0,0,0,2,0,42,3,2,144,387.2,0,0,38.8,8,26,63,605,58,588,8,187,36,4450,475734,5731,206705,8,0.4,1.6,200,0
147,Adam Webster,Webster,DEF,Brighton,Hamstring injury - 25% chance of playing,0.1,0.3,162,478,,0,0,2,78,0,0,0,0,0.03,0.03,0.03,0.03,0,0,4,4.62,3.95,4.56,0,0,0,0,0,0,0,0,7,20.4,1.8,2,2.4,141,399,147,416,136,388,144,426,1,7,2920,44,10211,0.2,0,0,494,0
148,Danny Welbeck,Welbeck,FWD,Brighton,Ankle injury - 75% chance of playing,14.4,4.9,8,22,,1,0.8,13,1111,6,2,5.57,0.45,0.44,0.04,6.01,0.49,5,0.41,16,1.3,20.73,1.68,0,0,0,1,0,0,0,13,247,293,173.8,370,83.7,9,67,8,104,13,29,10,42,69,5520,3685862,90395,2563397,11.9,0.2,1,267,1
149,Mats Wieffer,Wieffer,MID,Brighton,,0.1,1.6,139,300,,1.4,1.4,3,409,0,2,0.31,0.07,0.15,0.03,0.46,0.1,1,0.22,12,2.64,9.4,2.07,0,0,0,2,0,0,0,0,76,109.8,78,38,22.2,113,260,132,212,145,261,136,272,19,144,13362,133,16672,4,0.3,1.4,217,0
595,Brajan Gruda,Gruda,MID,Brighton,,0,1,211,438,,0.4,0.4,0,81,0,0,0.05,0.06,0.08,0.09,0.13,0.15,0,0,4,4.44,2.27,2.52,0,0,0,0,0,0,0,0,15,16.2,24,18,5.8,190,408,183,321,174,314,190,388,6,20,1148,14,3641,1.1,0.1,0.4,350,0
600,Yasin Ayari,Ayari,MID,Brighton,,0,1.8,129,279,,2,2,9,795,0,0,0.87,0.1,1.1,0.12,1.97,0.22,4,0.45,9,1.02,12.56,1.42,0,0,0,2,0,0,0,0,124,133.8,227.9,102,46.6,99,232,52,65,96,150,85,144,24,42,4417,82,3808,4.8,0.4,2,166,0
601,Andrew Moran,Moran,MID,Brighton,Loaned to Stoke City,0,0,309,684,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,684,309,681,307,677,309,684,0,0,24,1,511,0,0,0,667,0
615,Carl Rushworth,Rushworth,GKP,Brighton,Loaned to Hull City,0,0,63,524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,519,41,501,31,461,63,521,0,0,6698,27,6920,0,0,0,446,0
618,Georginio Rutter,Georginio,MID,Brighton,,1.3,3.5,36,79,,2.4,2.4,12,923,2,4,2.6,0.25,1,0.1,3.6,0.35,4,0.39,17,1.66,18.61,1.81,0,0,0,2,0,0,0,1,143,167,156,225,53.8,78,191,88,124,35,58,66,112,52,853,307613,11603,179844,9.5,0.4,2.4,132,1
628,Ferdi Kadioglu,F.Kadƒ±oƒülu,DEF,Brighton,Toe Injury - 25% chance of playing,0.2,3.2,23,93,,0,0,5,385,1,0,0.44,0.1,0.31,0.07,0.75,0.17,2,0.47,8,1.87,9.44,2.21,0,0,0,1,0,0,0,0,59,116.4,83.7,40,24,95,254,50,205,77,258,85,265,19,21,73533,1389,57843,4.2,0,0,542,0
629,Matt O'Riley,O'Riley,MID,Brighton,Knock - 75% chance of playing,0.1,2.2,100,226,,0.6,0.4,2,217,1,0,0.69,0.29,0.68,0.28,1.37,0.57,0,0,6,2.49,3.75,1.56,1,0,0,1,0,0,0,2,52,53.6,62.2,49,16.5,161,339,150,241,134,244,154,308,11,91,15383,824,8470,2,0.1,0.6,319,0
663,Imari Samuels,Samuels,DEF,Brighton,,0,0,179,517,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,512,180,494,163,454,181,514,0,57,4409,83,2646,0,0,0,439,0
668,Killian Cahill,Cahill,GKP,Brighton,,1.4,0,41,485,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,479,16,458,6,416,41,481,0,2131,156649,1729,23786,0,0,0,401,0
681,Ruairi McConville,McConville,DEF,Brighton,,0,0,194,539,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,534,194,515,180,478,196,536,0,37,566,37,210,0,0,0,462,0
685,Jacob Slater,Slater,DEF,Brighton,,0,0,205,550,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,544,204,525,192,490,206,546,0,41,439,31,150,0,0,0,474,0
150,Andrey Nascimento dos Santos,Andrey Santos,MID,Chelsea,Has joined Strasbourg on a season-long loan,0,0,276,637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,630,276,627,269,610,274,632,0,0,0,0,593,0,0,0,589,0
151,¬ngelo Gabriel Borges Damaceno,¬ngelo,MID,Chelsea,Transferred to Al-Nassr,0.1,0,269,629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,622,269,619,262,602,267,624,0,0,5940,142,27975,0,0,0,580,0
153,BenoÓt Badiashile,B.Badiashile,DEF,Chelsea,Knock - 75% chance of playing,0.1,1.2,116,359,,1.3,1,2,247,0,0,0,0,0.06,0.02,0.06,0.02,0,0,4,1.46,4.63,1.69,0,0,0,0,0,0,0,0,22,48.2,8.8,0,5.7,120,346,123,380,208,521,130,389,5,277,11841,424,14992,1.2,0.2,0.8,279,0
154,Lucas Bergstrˆm,Bergstrˆm,GKP,Chelsea,,0.2,0,39,483,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,476,14,455,4,412,39,478,0,492,13589,290,16334,0,0,0,398,0
155,Marcus Bettinelli,Bettinelli,GKP,Chelsea,,0.4,0,37,479,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,473,12,451,2,407,37,475,0,880,24532,780,18783,0,0,0,394,0
157,MoisÈs Caicedo Corozo,Caicedo,MID,Chelsea,,1.4,3.1,48,113,,3.3,3.3,16,1415,1,3,0.39,0.02,1.44,0.09,1.83,0.11,4,0.25,18,1.14,21.92,1.39,0,0,0,3,0,0,0,2,294,322,288.2,54,66.5,16,53,35,45,127,230,49,75,49,2770,219495,4308,163064,10,0.6,2.8,101,0
158,Cesare Casadei,Casadei,MID,Chelsea,,0.1,0,234,579,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,572,234,567,225,544,232,574,0,192,20009,356,22231,0,0,0,526,0
160,Ben Chilwell,Chilwell,DEF,Chelsea,,0.5,0,233,660,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,655,233,652,230,639,233,656,0,837,31851,912,82700,0,0,0,619,0
161,Carney Chukwuemeka,Chukwuemeka,MID,Chelsea,,0,0,297,665,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,663,297,658,293,649,296,663,0,32,4082,63,7216,0,0,0,633,0
162,Levi Colwill,Colwill,DEF,Chelsea,,4.8,2.3,62,205,,2.7,2.7,15,1350,0,0,0.38,0.03,0.88,0.06,1.26,0.09,3,0.2,18,1.2,21.06,1.4,0,0,0,3,0,0,0,1,168,279,73.7,57,41,29,82,56,220,65,226,51,174,35,27077,761420,5771,356654,7.6,0.5,2.2,138,0
163,Marc Cucurella Saseta,Cucurella,DEF,Chelsea,Suspended until 26 Dec,7.4,2.8,41,150,,5.3,0,13,1175,1,2,0.31,0.02,1.22,0.09,1.53,0.11,3,0.23,14,1.07,16.99,1.3,0,0,0,6,1,0,0,2,192,214.6,136.3,60,41.1,60,145,28,140,62,221,50,173,42,47082,779595,22509,696903,8.1,0.9,4.8,30,1
164,David Datro Fofana,D.D.Fofana,FWD,Chelsea,Transferred to AEK Athens,0.1,0,72,692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,692,72,691,72,689,72,692,0,0,4727,17,14871,0,0,0,685,0
165,Deivid Washington de Souza EugÍnio,Deivid,FWD,Chelsea,,0.1,0,67,673,,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,672,66,667,66,662,66,672,0,157,14065,235,17156,0,0,0,651,0
166,Kiernan Dewsbury-Hall,Dewsbury-Hall,MID,Chelsea,,0.1,1,213,440,,0.9,0.9,0,56,0,0,0,0,0.05,0.08,0.05,0.08,0,0,2,3.21,1.13,1.82,0,0,0,0,0,0,0,0,15,9.4,15.3,0,2.5,205,431,197,346,313,690,207,425,5,78,6118,127,24455,0.9,0.1,0.4,351,0
167,Axel Disasi,Disasi,DEF,Chelsea,,0.4,5,1,19,,2.1,2.1,2,184,1,0,0.25,0.12,0.02,0.01,0.27,0.13,1,0.49,1,0.49,3.46,1.69,0,0,0,0,0,0,0,0,54,61.6,4.3,33,9.9,113,328,135,396,82,268,112,346,15,1367,46663,1685,53223,3.6,0.4,1.6,196,0
168,Enzo Fern·ndez,Enzo,MID,Chelsea,,8.8,3.9,22,52,,8.5,8.5,11,1057,3,4,1.73,0.15,2.4,0.2,4.13,0.35,2,0.17,14,1.19,14.42,1.23,0,0,0,1,0,0,0,5,284,333.6,369.4,185,88.9,14,47,20,24,48,80,23,33,59,94788,1000666,10130,237579,11.6,1.6,8,3,1
169,Conor Gallagher,Gallagher,MID,Chelsea,Transferred to Atletico Madrid,0.1,0,315,694,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,694,315,694,314,693,315,694,0,0,1567,36,71905,0,0,0,688,0
170,Alfie Gilchrist,Gilchrist,DEF,Chelsea,Has joined Sheffield United on a season-long,0,0,187,531,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,526,187,507,172,469,189,528,0,0,0,37,6852,0,0,0,453,0
171,Malo Gusto,Gusto,DEF,Chelsea,,1.8,1.5,101,319,,2.3,2.3,11,955,0,1,0.98,0.09,0.98,0.09,1.96,0.18,0,0,15,1.41,15.33,1.44,0,0,0,2,0,0,0,0,106,184.8,177.4,94,45.7,68,172,19,100,30,165,37,146,20,11004,227654,2636,368601,4.1,0.4,1.8,181,0
172,Reece James,James,DEF,Chelsea,Hamstring injury - Unknown return date,0.2,1.2,118,364,,0,0,3,240,0,0,0,0,0.22,0.08,0.22,0.08,0,0,4,1.5,5.78,2.17,0,0,0,0,0,0,0,0,32,38.2,23.2,0,6.2,131,366,105,325,231,645,127,381,5,23,75907,655,78446,1,0,0,630,0
173,Omari Kellyman,Kellyman,MID,Chelsea,Hamstring injury - Unknown return date,0,0,236,581,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,574,236,569,227,546,234,576,0,17,2954,34,5369,0,0,0,528,0
174,RomÈo Lavia,Lavia,MID,Chelsea,,0.9,1.7,133,291,,1.1,1.1,7,475,0,1,0.18,0.03,0.29,0.05,0.47,0.08,1,0.19,9,1.71,9.99,1.89,0,0,0,3,0,0,0,0,81,88.2,94.3,5,18.8,133,289,121,190,199,373,147,293,15,1086,185094,3419,207832,3.3,0.1,0.6,313,0
175,Romelu Lukaku Bolingoli,Lukaku,FWD,Chelsea,Permanent transfer to Napoli,0.2,0,74,695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,695,74,695,74,694,74,695,0,0,8049,47,60708,0,0,0,691,0
176,Malang Sarr,M.Sarr,DEF,Chelsea,Permanent move to RC Lens,0,0,227,592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,585,227,581,222,561,227,587,0,0,0,2,444,0,0,0,539,0
177,Noni Madueke,Madueke,MID,Chelsea,,6.9,5.1,8,17,,5.9,5.9,13,1022,5,4,4.92,0.43,1.28,0.11,6.2,0.54,3,0.26,14,1.23,16.97,1.49,0,0,0,3,0,0,0,11,259,318.4,237.8,611,116.8,17,54,48,60,2,3,10,13,76,21944,2256768,14101,1729944,12.1,0.9,5.4,21,1
178,Marc Guiu Paz,Marc Guiu,FWD,Chelsea,,0.5,1,43,420,,0.5,0.5,0,24,0,0,0,0,0,0,0,0,0,0,1,3.75,0.11,0.41,0,0,0,0,0,0,0,0,2,0,0.3,0,0,61,657,49,439,61,641,61,658,1,1191,78164,1042,113778,0.2,0,0,623,0
179,Mykhailo Mudryk,Mudryk,MID,Chelsea,Illness - 50% chance of playing,0.2,1,215,442,,0.2,0.2,1,145,0,0,0.24,0.15,0.66,0.41,0.9,0.56,0,0,2,1.24,3.28,2.04,0,0,0,0,0,0,0,0,26,23.2,31.5,31,8.5,180,386,176,299,151,275,176,356,7,19,17758,261,39538,1.1,0,0,690,0
180,Nicolas Jackson,N.Jackson,FWD,Chelsea,,28.4,5.9,2,7,,6.1,6.1,15,1182,9,4,8.29,0.63,0.56,0.04,8.85,0.67,5,0.38,14,1.07,17.41,1.33,0,0,0,4,0,0,0,14,354,419.4,184.8,583,118.8,3,18,4,95,2,5,3,10,88,84842,4503345,31517,1811182,10.7,0.7,5.6,19,2
181,Christopher Nkunku,Nkunku,MID,Chelsea,,2.4,2.1,111,243,,3.9,3.9,2,292,2,1,3.25,1,0.26,0.08,3.51,1.08,0,0,5,1.54,6.7,2.07,0,0,0,1,0,0,0,4,100,117.4,85.5,148,34.8,108,251,128,200,67,104,105,204,32,1882,268887,4624,1572260,5.5,0.6,3.4,81,1
99,Bryan Mbeumo,Mbeumo,MID,Brentford,,27.9,6.6,4,4,,5.5,6,16,1435,10,2,4.79,0.3,3.51,0.22,8.3,0.52,2,0.13,28,1.76,27.12,1.7,0,0,0,2,0,0,0,18,399,549,440.5,334,132.5,3,4,11,12,20,35,5,7,106,55327,5259480,32625,2859782,13.9,0.8,6,15,3
183,?or?e Petrovi?,Petrovi?,GKP,Chelsea,Loaned to Strasbourg,0.2,0,71,576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,569,61,564,53,541,71,571,0,0,2753,135,62054,0,0,0,521,0
184,Renato Palma Veiga,Renato Veiga,MID,Chelsea,,0.2,1,190,411,,0.9,0.9,1,176,0,0,0.16,0.08,0.15,0.08,0.31,0.16,1,0.51,2,1.02,3.17,1.62,0,0,0,2,0,0,0,0,22,30.4,9.2,19,5.9,174,373,206,377,172,310,188,386,7,112,39269,431,36305,1.6,0.1,0.4,339,0
185,Robert S·nchez,S·nchez,GKP,Chelsea,,13,3.7,10,70,,2.7,2.7,15,1350,0,0,0,0,0.01,0,0.01,0,3,0.2,18,1.2,21.32,1.42,0,1,0,4,0,50,3.33,5,207,394.6,0,0,39.4,5,22,66,655,62,644,6,185,55,33703,1811904,13386,789438,11.5,0.5,2.2,141,2
187,Tosin Adarabioyo,Tosin,DEF,Chelsea,,0.1,1.8,84,273,,1.3,1.3,4,351,0,0,0.29,0.07,0.03,0.01,0.32,0.08,1,0.26,4,1.03,6.33,1.62,0,0,0,1,0,0,0,0,59,67.8,15.1,20,10.4,111,318,112,347,96,304,111,342,11,625,17249,172,30047,2.6,0.2,0.8,274,0
189,Wesley Fofana,W.Fofana,DEF,Chelsea,Hamstring injury - Expected back 04 Jan,0.3,1.6,94,297,,0,0,12,1015,0,0,0.4,0.04,0.15,0.01,0.55,0.05,1,0.09,12,1.06,13.99,1.24,0,0,0,6,0,0,0,2,133,187.2,70,29,28.7,67,170,59,226,85,277,74,237,19,16,83284,831,97503,4.3,0.1,0.6,310,0
386,Jadon Sancho,Sancho,MID,Chelsea,,1.4,3.9,23,54,,4.5,4.5,7,578,2,4,0.67,0.1,1.75,0.27,2.42,0.37,1,0.16,9,1.4,9.58,1.49,0,0,0,1,0,0,0,2,165,165.6,203.2,138,50.5,79,192,67,85,74,114,73,127,39,7852,399612,3998,324073,6.3,0.6,4,58,0
560,Pedro Lomba Neto,Neto,MID,Chelsea,,0.8,2.2,102,228,,0,1.3,7,730,1,2,0.53,0.07,1.69,0.21,2.22,0.28,1,0.12,8,0.99,11.27,1.39,0,0,0,5,0,0,0,4,135,158.4,253.5,135,54.7,83,203,43,54,77,118,62,107,29,1216,228367,3211,278932,4.7,0.1,0.8,301,0
575,Caleb Wiley,Wiley,DEF,Chelsea,Loaned to Strasbourg,0,0,182,525,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,520,183,502,166,462,184,522,0,0,0,16,3545,0,0,0,447,0
581,Filip J¯rgensen,J¯rgensen,GKP,Chelsea,,0.2,3,20,119,,1.1,1.1,1,90,0,0,0,0,0,0,0,0,0,0,1,1,1.56,1.56,0,0,0,0,0,3,3,0,10,26.6,0,0,2.7,32,379,49,539,40,507,32,418,3,177,10856,341,28475,0.7,0.1,0.6,305,0
621,Jo„o FÈlix Sequeira,Jo„o FÈlix,MID,Chelsea,,0.5,2,116,255,,2.3,2.3,2,293,1,1,1.85,0.57,0.3,0.09,2.15,0.66,1,0.31,2,0.61,4.31,1.32,0,0,0,2,0,0,0,0,71,77.4,76.4,110,26.2,140,301,138,218,92,142,127,251,18,411,156216,949,150555,3,0.3,1.8,191,0
695,Samuel Rak-Sakyi,Rak-Sakyi,MID,Chelsea,,0,0,281,642,,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,635,281,632,274,615,279,637,0,4,4,0,0,0,0,0,594,0
696,Tyrique George,George,MID,Chelsea,,0,0,284,645,,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,638,284,635,277,618,282,640,0,13,13,0,0,0,0,0,597,0
697,Josh Acheampong,Acheampong,DEF,Chelsea,,0,0,201,546,,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,540,200,521,187,485,202,542,0,47,47,4,4,0,0,0,469,0
11,Eddie Nketiah,Nketiah,FWD,Crystal Palace,,0.4,1.6,36,309,,1.2,0.2,6,545,0,1,1.49,0.25,0.46,0.08,1.95,0.33,1,0.17,9,1.49,8.13,1.34,0,0,0,2,0,0,0,0,75,64.8,115.8,175,35.3,31,323,20,168,28,88,28,201,18,494,159158,538,168665,3.1,0.2,1.2,252,0
159,Trevoh Chalobah,Chalobah,DEF,Crystal Palace,,0.6,3.8,9,57,,3.6,2.6,10,880,2,0,0.86,0.09,0.33,0.03,1.19,0.12,2,0.2,12,1.23,12.96,1.33,0,0,0,1,0,0,0,3,166,254.2,56,105,41.7,38,101,65,252,21,147,47,168,38,3807,76538,714,42662,8.6,0.8,3.6,65,2
190,Naouirou Ahamada,Ahamada,MID,Crystal Palace,Loaned to Rennes,0.1,0,255,611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,604,255,600,248,581,253,606,0,0,6178,96,32888,0,0,0,559,0
193,Cheick DoucourÈ,C.DoucourÈ,MID,Crystal Palace,,0.1,1.4,162,339,,0.6,-0.4,3,242,0,1,0.38,0.14,0.03,0.01,0.41,0.15,0,0,4,1.49,5.25,1.95,0,0,0,1,0,0,0,0,37,23.6,8.9,21,5.3,179,385,207,379,166,301,191,394,11,21,11726,68,17586,2.2,0.1,0.6,317,0
194,Chris Richards,C.Richards,DEF,Crystal Palace,,0.1,1.8,85,274,,0.4,-0.6,4,353,0,0,0.12,0.03,0.01,0,0.13,0.03,1,0.25,5,1.27,6.7,1.71,0,0,0,1,0,0,0,0,41,60,4.2,6,7.1,116,333,136,398,125,363,120,370,11,28,6090,67,17279,2.5,0.1,0.4,336,0
195,Chadi Riad Dnanou,Chadi Riad,DEF,Crystal Palace,Lack of match fitness - 75% chance of playing,0,1,140,397,,0,-0.8,1,90,0,0,0,0,0.02,0.02,0.02,0.02,0,0,2,2,1.39,1.39,0,0,0,0,0,0,0,0,3,18.2,1.3,0,2,143,402,150,421,211,526,149,435,1,2,1939,14,13150,0.2,0,0,507,0
196,Nathaniel Clyne,Clyne,DEF,Crystal Palace,,0.1,2,72,244,,0.4,-0.6,3,299,0,0,0.01,0,0.02,0.01,0.03,0.01,1,0.3,5,1.51,6.14,1.85,0,0,0,0,0,0,0,0,45,43.8,6.7,3,5.3,124,354,128,387,131,380,134,393,14,86,6271,106,10754,3.3,0.1,0.4,329,0
197,Malcolm Ebiowei,Ebiowei,MID,Crystal Palace,Season long loan to Oxford United,0,0,248,602,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,595,248,591,241,572,246,597,0,0,0,3,455,0,0,0,550,0
