FPL Name-Team,Player Name,Name in FPL,Position,Team,Teams Selected By %,PPG,PPG Rank (Position),PPG Rank (All),Starts,Minutes Played,Goals,xG,xG per 90,Assists,xA,xA per 90,xGI,xGI per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded,Goals Conceded per 90,xGC,xGC per 90,Penalties Missed,Penalties Saved,Saves,Saves per 90,Bonus,Total BPS,Influence,Influence Rank (Position),Influence Rank (All),Creativity,Creativity Rank (Position),Creativity Rank (All),Threat,Threat Rank (Position),Threat Rank (All),ICT Index,ICT Index Rank (Position),ICT Index Rank (All),Total Points,Season Value (Points Per Million),Overall Rank by Position,Overall Rank
Doku-Man City,JÈrÈmy Doku,Doku,MID,Man City,1.7,3,66,148,16,1506,3,1.32,0.08,6,3.81,0.23,5.13,0.31,8,0.48,14,0.84,15.18,0.91,0,0,0,0,3,425,453.8,62,160,515.9,56,72,528,37,57,150,51,75,88,14.2,50,153
Ederson M.-Man City,Ederson Santana de Moraes,Ederson M.,GK,Man City,5.7,4.3,5,29,26,2320,0,0,0,4,0.16,0.01,0.16,0.01,10,0.39,26,1.01,29.5,1.14,0,0,54,2.09,9,400,567,19,112,43,1,373,0,80,789,60.9,18,264,111,20.9,13,66
Foden-Man City,Phil Foden,Foden,MID,Man City,4.6,3.8,33,67,20,1771,7,5.17,0.26,3,5.33,0.27,10.49,0.53,6,0.3,24,1.22,29.11,1.48,0,0,0,0,10,454,448,63,161,749,24,28,449,45,71,164.2,42,61,105,11.5,24,82
Grealish-Man City,Jack Grealish,Grealish,MID,Man City,0.2,1.9,148,324,7,710,1,1.13,0.14,1,1.67,0.21,2.8,0.35,2,0.25,10,1.27,11.33,1.44,0,0,0,0,4,187,157.2,156,343,321.4,91,130,234,97,150,71.3,115,229,38,5.9,107,338
Gvardiol-Man City,Joöko Gvardiol,Gvardiol,DEF,Man City,38.6,4.1,3,40,36,3278,5,4.6,0.13,0,2.92,0.08,7.52,0.21,13,0.36,41,1.13,44.27,1.22,0,0,0,0,15,623,847,7,23,501.7,14,74,497,2,63,185,5,49,153,23.5,1,4
Haaland-Man City,Erling Haaland,Haaland,FWD,Man City,24,5.8,2,5,31,2736,22,21.9,0.72,3,2.04,0.07,23.94,0.79,10,0.33,38,1.25,41.27,1.36,1,0,0,0,26,795,946,2,11,359.4,9,114,1511,1,2,281.8,2,6,181,12.1,5,13
J.Alvarez-Man City,Juli·n √Ålvarez,J.Alvarez,FWD,Man City,0.1,0,86,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,803,0,86,803,0,86,803,0,86,803,0,0,67,476
Jo„o Cancelo-Man City,Jo„o Cavaco Cancelo,Jo„o Cancelo,DEF,Man City,0.2,0,267,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,793,0,268,793,0,268,788,0,268,793,0,0,140,368
Kova?i?-Man City,Mateo Kova?i?,Kova?i?,MID,Man City,1.2,3.5,42,94,25,2194,6,1.91,0.08,3,3.21,0.13,5.11,0.21,10,0.41,29,1.19,31.5,1.29,0,0,0,0,13,542,606.4,36,97,579.3,48,58,204,111,174,139.1,59,89,109,20.2,58,180
Lewis-Man City,Rico Lewis,Lewis,DEF,Man City,3.5,2.4,71,219,21,1888,1,1.32,0.06,2,1.01,0.05,2.33,0.11,5,0.24,27,1.29,27.6,1.32,0,0,0,0,1,285,293.8,90,243,218.6,40,191,139,59,231,65,79,250,66,15.3,40,105
Matheus N.-Man City,Matheus Luiz Nunes,Matheus N.,MID,Man City,0.2,3.1,62,138,19,1670,1,1.11,0.06,7,3.32,0.18,4.43,0.24,9,0.49,19,1.02,24.87,1.34,0,0,0,0,6,373,370.4,86,199,422.4,72,93,206,109,172,99.9,86,147,81,16.5,136,398
McAtee-Man City,James McAtee,McAtee,MID,Man City,0.1,2.1,118,273,3,340,3,2.8,0.74,0,0.8,0.21,3.6,0.95,0,0,6,1.59,5.25,1.39,0,0,0,0,0,102,113,180,382,64.6,195,343,136,136,235,30.7,181,362,31,6.7,165,458
Ortega Moreno-Man City,Stefan Ortega Moreno,Ortega Moreno,GK,Man City,0.7,2.7,31,187,12,1099,0,0,0,0,0,0,0,0,3,0.25,18,1.47,19.12,1.57,0,0,33,2.7,0,144,292.6,23,245,0,82,792,0,78,786,29.4,23,366,35,6.7,31,241
Rodrigo-Man City,Rodrigo 'Rodri' Hernandez,Rodrigo,MID,Man City,0.8,1,247,529,1,72,0,0,0,0,0.09,0.11,0.09,0.11,0,0,1,1.25,0.33,0.41,0,0,0,0,0,21,12.2,228,498,17.5,224,437,0,345,799,3,232,497,3,0.5,74,232
R˙ben-Man City,R˙ben Gato Alves Dias,R˙ben,DEF,Man City,5.5,3.3,28,117,25,2269,0,1.54,0.06,0,1.2,0.05,2.74,0.11,11,0.44,21,0.83,29.48,1.17,0,0,0,0,7,410,478.2,58,151,173.8,57,227,150,54,221,80.2,63,202,90,16.4,23,68
Stones-Man City,John Stones,Stones,DEF,Man City,1,2.6,60,198,6,544,2,0.6,0.1,0,0.17,0.03,0.77,0.13,1,0.17,11,1.82,5.95,0.98,0,0,0,0,2,92,155.6,126,347,49.8,123,361,70,97,311,27.4,126,371,29,5.5,81,206
Walker-Man City,Kyle Walker,Walker,DEF,Man City,2.5,0.9,178,532,9,966,0,0.12,0.01,0,1.34,0.12,1.46,0.13,0,0,21,1.96,19.26,1.79,0,0,0,0,0,63,157.4,124,342,147.7,67,249,29,132,386,33.5,117,349,13,2.5,45,123
Savinho-Man City,S·vio 'Savinho' Moreira de Oliveira,Savinho,MID,Man City,1.9,3.7,34,74,21,1760,1,5.02,0.26,11,6.1,0.31,11.12,0.57,8,0.41,25,1.28,21.39,1.09,0,0,0,0,15,442,415.2,71,175,682.9,34,40,671,25,42,177.3,40,57,106,17.7,47,139
O'Reilly-Man City,Nico O'Reilly,O'Reilly,MID,Man City,0.2,3.4,45,103,6,525,2,1.28,0.22,0,0.68,0.12,1.96,0.34,3,0.51,3,0.51,5.49,0.94,0,0,0,0,4,118,133.4,169,365,76.2,189,327,112,150,264,32.2,177,354,31,6.3,105,336
G¸ndogan-Man City,Ilkay G¸ndogan,G¸ndogan,MID,Man City,0.5,2.9,70,159,25,2218,1,3.21,0.13,7,4.43,0.18,7.63,0.31,10,0.41,28,1.14,35.69,1.45,0,0,0,0,5,460,387,80,189,781.3,21,25,273,81,123,144.2,56,83,97,15.4,81,263
KaborÈ-Man City,Issa KaborÈ,KaborÈ,DEF,Man City,0,0,265,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,712,0,265,709,0,264,689,0,266,712,0,0,257,754
Wright-Man City,Jacob Wright,Wright,MID,Man City,0,0,298,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,728,0,297,724,0,288,706,0,297,728,0,0,297,716
Simpson-Pusey-Man City,Jahmai Simpson-Pusey,Simpson-Pusey,DEF,Man City,0,0.5,191,552,1,95,0,0,0,0,0.01,0.01,0.01,0.01,0,0,2,1.89,2.37,2.25,0,0,0,0,0,7,19.6,173,484,2.2,179,490,2,174,470,2.4,174,501,1,0.2,209,602
Wilson-Esbrand-Man City,Josh Wilson-Esbrand,Wilson-Esbrand,DEF,Man City,0,0,211,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,608,0,210,595,0,199,554,0,212,608,0,0,236,691
Mubama-Man City,Divin Mubama,Mubama,FWD,Man City,0.1,1,52,493,0,27,0,0.04,0.13,0,0,0,0.04,0.13,0,0,0,0,0.02,0.07,0,0,0,0,0,2,0.2,58,549,0.1,57,528,5,58,456,0.5,58,535,1,0.2,65,445
Alleyne-Man City,Max Alleyne,Alleyne,DEF,Man City,0,0,215,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,617,0,214,604,0,203,563,0,216,617,0,0,237,692
Brits-Man City,Spike Brits,Brits,GK,Man City,0,0,75,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,655,0,64,643,0,45,605,0,75,655,0,0,76,722
Khusanov-Man City,Abdukodir Khusanov,Khusanov,DEF,Man City,0.3,2.3,77,243,6,503,0,0.02,0,0,0.09,0.02,0.11,0.02,2,0.36,6,1.07,6.98,1.25,0,0,0,0,0,78,102,143,400,33.9,138,393,4,171,466,14.1,147,423,14,2.8,113,293
Vitor Reis-Man City,Vitor de Oliveira Nunes dos Reis,Vitor Reis,DEF,Man City,0,1,176,507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2,189,528,0,267,765,0,267,749,0.3,191,542,1,0.2,232,682
Marmoush-Man City,Omar Marmoush,Marmoush,FWD,Man City,22.6,4.6,8,17,14,1174,7,5.41,0.41,1,1.71,0.13,7.12,0.54,8,0.61,12,0.92,14.48,1.11,0,0,0,0,12,326,318,22,233,246.7,20,179,410,26,80,97.3,21,151,73,9.9,6,14
N.Gonzalez-Man City,Nico Gonz·lez,N.Gonzalez,MID,Man City,0,2.8,75,178,9,760,1,0.45,0.05,1,0.48,0.06,0.93,0.11,6,0.71,7,0.83,8.99,1.06,0,0,0,0,0,123,137.2,168,364,78.7,187,322,62,176,320,27.5,184,370,31,5.2,231,595
Echeverri-Man City,Claudio Echeverri,Echeverri,MID,Man City,0,1,245,527,0,5,0,0,0,0,0.01,0.18,0.01,0.18,0,0,0,0,0.45,8.1,0,0,0,0,0,2,2.2,249,539,0.4,248,507,0,343,797,0.3,252,544,1,0.2,308,740
Amad-Man Utd,Amad Diallo,Amad,MID,Man Utd,4.1,5,7,12,20,1898,8,4.71,0.22,8,3.98,0.19,8.69,0.41,7,0.33,30,1.42,31.71,1.5,0,0,0,0,17,569,634,26,77,687.2,33,39,615,30,49,193.8,30,38,129,24.3,29,94
Antony-Man Utd,Antony Matheus dos Santos,Antony,MID,Man Utd,0.2,1,244,526,0,135,0,0.6,0.4,0,0.21,0.14,0.81,0.54,0,0,2,1.33,2.05,1.37,0,0,0,0,0,37,35,206,458,50.7,198,360,74,169,302,15.8,199,419,8,1.4,123,380
B.Fernandes-Man Utd,Bruno Borges Fernandes,B.Fernandes,MID,Man Utd,13.7,4.8,8,14,35,3017,8,9.93,0.3,12,7.89,0.24,17.82,0.54,10,0.3,47,1.4,45.85,1.37,0,0,0,0,28,810,1017.8,4,8,1407.7,1,1,587,32,51,300.8,4,4,174,20.7,10,29
Bayindir-Man Utd,Altay Bayindir,Bayindir,GK,Man Utd,0.1,2,37,292,4,360,0,0,0,0,0,0,0,0,1,0.25,10,2.5,6.93,1.73,0,0,8,2,0,22,80,35,415,0,74,659,0,58,628,7.9,35,458,8,1.9,61,446
Casemiro-Man Utd,Carlos Henrique Casimiro,Casemiro,MID,Man Utd,0.4,2,130,296,18,1489,1,1.8,0.11,0,1.99,0.12,3.79,0.23,6,0.36,20,1.21,24,1.45,0,0,0,0,3,300,433.2,67,165,348.2,83,117,265,83,126,104.8,82,143,48,10.4,83,273
Dalot-Man Utd,Diogo Dalot Teixeira,Dalot,DEF,Man Utd,4.7,2.9,42,154,31,2812,0,1.96,0.06,4,2.35,0.08,4.31,0.14,8,0.26,45,1.44,46.95,1.5,0,0,0,0,9,352,493.2,56,146,434.2,16,89,258,14,132,118.2,27,119,95,19,27,80
Eriksen-Man Utd,Christian Eriksen,Eriksen,MID,Man Utd,0.2,2,136,303,11,1052,1,1.31,0.11,2,2.6,0.22,3.91,0.33,4,0.34,16,1.37,18.54,1.59,0,0,0,0,0,228,235.8,126,277,474.3,63,81,79,167,298,78.9,105,204,45,8.7,125,382
Evans-Man Utd,Jonny Evans,Evans,DEF,Man Utd,0.1,2.1,85,267,3,312,0,0.11,0.03,0,0.02,0.01,0.13,0.04,1,0.29,2,0.58,2.96,0.85,0,0,0,0,3,71,66.6,154,426,5.3,167,474,23,138,394,9.5,156,447,15,3.4,170,484
Garnacho-Man Utd,Alejandro Garnacho,Garnacho,MID,Man Utd,4.7,2.9,69,157,23,2188,6,7.4,0.3,4,2.76,0.11,10.16,0.41,5,0.21,36,1.48,35.43,1.46,0,0,0,0,7,370,454,61,159,532.2,53,66,904,9,17,188.3,32,42,106,18,22,78
Hannibal-Man Utd,Hannibal Mejbri,Hannibal,MID,Man Utd,0,0,282,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,709,0,281,706,0,272,686,0,281,709,0,0,242,613
Heaton-Man Utd,Tom Heaton,Heaton,GK,Man Utd,0.2,0,48,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,574,0,27,552,0,6,503,0,47,574,0,0,51,340
H¯jlund-Man Utd,Rasmus H¯jlund,H¯jlund,FWD,Man Utd,1,2.4,27,233,23,1998,4,5.1,0.23,1,1.14,0.05,6.24,0.28,6,0.27,31,1.4,30.44,1.37,0,0,0,0,8,246,187,30,326,254.7,19,173,432,25,76,86.3,24,183,78,11.3,34,204
Lindelof-Man Utd,Victor Lindelˆf,Lindelof,DEF,Man Utd,0.1,1.7,112,348,6,695,0,0,0,0,0.09,0.01,0.09,0.01,2,0.26,9,1.17,8.59,1.11,0,0,0,0,0,100,125.4,131,369,48.5,126,365,8,162,441,18.3,139,403,27,6.3,171,487
Maguire-Man Utd,Harry Maguire,Maguire,DEF,Man Utd,0.8,1.8,109,336,19,1751,1,1.82,0.09,0,0.25,0.01,2.07,0.1,3,0.15,27,1.39,26.83,1.38,0,0,0,0,3,217,409.4,66,178,101.2,90,299,233,21,151,74.5,67,221,48,9.8,88,228
Mainoo-Man Utd,Kobbie Mainoo,Mainoo,MID,Man Utd,1.7,1.7,165,356,19,1646,0,0.84,0.05,0,1.78,0.1,2.62,0.15,5,0.27,27,1.48,25.23,1.38,0,0,0,0,0,229,196.6,142,316,250.8,119,174,137,135,234,58.8,140,269,42,8.1,48,148
Malacia-Man Utd,Tyrell Malacia,Malacia,DEF,Man Utd,0,0.7,186,545,2,99,0,0,0,0,0.02,0.02,0.02,0.02,0,0,1,0.91,0.78,0.71,0,0,0,0,0,2,5.2,184,515,13.9,158,444,0,254,639,1.7,179,515,2,0.5,233,683
Martinez-Man Utd,Lisandro MartÌnez,Martinez,DEF,Man Utd,2.2,3.4,19,98,20,1751,2,1.33,0.07,1,1.21,0.06,2.54,0.13,6,0.31,27,1.39,30.17,1.55,0,0,0,0,5,293,426.6,62,169,153.9,64,242,158,49,212,73.8,70,224,68,15.8,51,133
McTominay-Man Utd,Scott McTominay,McTominay,MID,Man Utd,0.1,1,239,519,0,17,0,0.07,0.37,0,0,0,0.07,0.37,0,0,1,5.29,0.66,3.49,0,0,0,0,0,4,3.2,244,530,0.3,251,517,5,234,457,0.9,244,528,2,0.4,145,422
Mount-Man Utd,Mason Mount,Mount,MID,Man Utd,0.2,1.5,185,392,8,613,1,3.37,0.49,0,0.57,0.08,3.94,0.57,3,0.44,11,1.62,8.24,1.21,0,0,0,0,0,74,104,186,396,140,160,259,218,103,162,45.6,155,303,25,4,119,372
Onana-Man Utd,AndrÈ Onana,Onana,GK,Man Utd,5,3.5,16,91,34,3060,0,0,0,0,0.2,0.01,0.2,0.01,9,0.26,44,1.29,47.79,1.41,0,1,90,2.65,8,443,733,13,49,13,10,445,0,73,764,74.7,13,219,120,24.5,14,74
Pellistri-Man Utd,Facundo Pellistri Rebollo,Pellistri,MID,Man Utd,0,0,339,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,788,0,339,787,0,337,780,0,339,788,0,0,306,734
Shaw-Man Utd,Luke Shaw,Shaw,DEF,Man Utd,0.2,0.7,187,548,4,346,0,0.03,0.01,0,0.77,0.2,0.8,0.21,0,0,5,1.3,3.81,0.99,0,0,0,0,0,38,48.2,161,442,68.2,112,341,11,157,433,12.7,150,426,5,1,141,379
Zirkzee-Man Utd,Joshua Zirkzee,Zirkzee,FWD,Man Utd,1.5,2,35,306,14,1385,3,4.64,0.3,2,1.04,0.07,5.68,0.37,3,0.19,24,1.56,24.84,1.61,0,0,0,0,6,216,222.6,25,284,212,21,198,351,29,96,78,28,207,64,9.8,24,160
Yoro-Man Utd,Leny Yoro,Yoro,DEF,Man Utd,0.2,1,175,481,12,1160,0,0.7,0.05,0,0.15,0.01,0.85,0.06,1,0.08,24,1.86,19.35,1.5,0,0,0,0,0,90,207.4,111,304,55.8,119,355,54,108,332,31.8,119,356,22,5.1,135,356
De Ligt-Man Utd,Matthijs de Ligt,De Ligt,DEF,Man Utd,2.9,2.3,76,240,25,2119,2,2.48,0.11,0,0.25,0.01,2.73,0.12,4,0.17,36,1.53,38.53,1.64,0,0,0,0,3,312,518.4,48,133,88.7,97,312,303,8,111,91.5,48,167,68,14.2,43,115
Mazraoui-Man Utd,Noussair Mazraoui,Mazraoui,DEF,Man Utd,7.3,2.4,70,218,34,2836,0,0.69,0.02,1,1.87,0.06,2.56,0.08,7,0.22,43,1.36,46.26,1.47,0,0,0,0,5,410,619.4,34,90,332.7,26,124,123,70,247,107.5,38,139,88,21,17,51
Collyer-Man Utd,Toby Collyer,Collyer,MID,Man Utd,0,1,223,494,0,174,0,0.08,0.04,0,0.37,0.19,0.45,0.23,0,0,2,1.03,3.09,1.6,0,0,0,0,0,40,40.4,202,449,29.9,214,407,8,224,442,7.9,215,459,6,1.3,220,574
Wheatley-Man Utd,Ethan Wheatley,Wheatley,FWD,Man Utd,1,0,72,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,756,0,69,753,0,69,736,0,69,756,0,0,36,208
Ugarte-Man Utd,Manuel Ugarte,Ugarte,MID,Man Utd,0.1,1.7,162,353,22,1777,1,1,0.05,2,0.67,0.03,1.67,0.08,4,0.2,33,1.67,29.54,1.5,0,0,0,0,1,318,313.6,105,236,195.9,142,212,113,147,259,62.1,136,262,49,10,163,456
Heaven-Man Utd,Ayden Heaven,Heaven,DEF,Man Utd,0.1,2.5,61,202,2,169,0,0.12,0.06,0,0.01,0.01,0.13,0.07,1,0.53,1,0.53,1.69,0.9,0,0,0,0,2,47,43.4,163,445,12.9,159,447,10,158,434,6.6,167,470,10,2.5,177,498
Fletcher-Man Utd,Jack Fletcher,Fletcher,MID,Man Utd,0,0,310,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,743,0,309,739,0,301,723,0,309,743,0,0,294,713
Amass-Man Utd,Harry Amass,Amass,DEF,Man Utd,0.1,0.8,181,538,4,345,0,0.07,0.02,0,0.07,0.02,0.14,0.04,0,0,9,2.35,6.3,1.64,0,0,0,0,0,1,40,166,451,26.5,149,415,15,148,418,8.2,160,454,4,1,178,501
Fitzgerald-Man Utd,Jayce Fitzgerald,Fitzgerald,MID,Man Utd,0,0,315,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,750,0,314,746,0,306,730,0,314,750,0,0,307,737
Kukonki-Man Utd,Godwill Kukonki,Kukonki,DEF,Man Utd,0,0,236,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,642,0,236,630,0,227,591,0,237,642,0,0,231,680
Harrison-Man Utd,Elyh Harrison,Harrison,GK,Man Utd,0,0,74,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,644,0,63,632,0,44,593,0,74,644,0,0,77,733
Dorgu-Man Utd,Patrick Dorgu,Dorgu,DEF,Man Utd,0.2,1.5,127,384,10,840,0,0.43,0.05,0,1.27,0.14,1.7,0.19,2,0.21,12,1.29,10.26,1.1,0,0,0,0,1,108,106.4,139,392,175.3,56,226,112,74,263,39.4,107,327,18,4,130,344
Obi-Man Utd,Chido Obi-Martin,Obi,FWD,Man Utd,0.2,1,56,502,1,160,0,0.66,0.37,0,0.03,0.02,0.69,0.39,0,0,5,2.81,3.7,2.08,0,0,0,0,0,21,8.2,50,506,5.1,53,475,46,46,349,5.4,51,479,7,1.6,59,371
Fredricson-Man Utd,Tyler Fredricson,Fredricson,DEF,Man Utd,0,1,164,470,2,166,0,0,0,0,0.02,0.01,0.02,0.01,0,0,5,2.71,2.94,1.59,0,0,0,0,0,16,37.4,167,453,4.9,168,477,2,173,469,4.4,171,488,2,0.5,245,723
Moorhouse-Man Utd,Jack Moorhouse,Moorhouse,MID,Man Utd,0,0,316,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,751,0,315,747,0,307,731,0,315,751,0,0,332,782
KonÈ-Man Utd,SÈkou KonÈ,KonÈ,MID,Man Utd,0,0,327,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,768,0,326,766,0,319,750,0,326,768,0,0,317,756
Graczyk-Man Utd,Hubert Graczyk,Graczyk,GK,Man Utd,0,0,64,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,604,0,53,591,0,34,550,0,64,604,0,0,79,769
Dermot Mee-Man Utd,Dermot Mee,Dermot Mee,GK,Man Utd,0,0,65,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,609,0,54,596,0,35,555,0,65,609,0,0,80,772
A.Murphy-Newcastle,Alex Murphy,A.Murphy,DEF,Newcastle,0.5,0,230,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,635,0,230,623,0,221,584,0,231,635,0,0,102,262
AlmirÛn-Newcastle,Miguel AlmirÛn Rejala,AlmirÛn,MID,Newcastle,0.3,1.1,212,451,1,150,0,0.52,0.31,0,0.19,0.11,0.71,0.42,0,0,3,1.8,3.67,2.2,0,0,0,0,0,36,15.2,227,492,40.9,206,380,57,180,328,11.3,203,433,10,1.9,96,313
Barnes-Newcastle,Harvey Barnes,Barnes,MID,Newcastle,4.2,3.9,27,56,17,1746,9,6.45,0.33,5,4.4,0.23,10.85,0.56,6,0.31,23,1.19,24.32,1.25,0,0,0,0,13,442,522.2,50,130,407.1,75,96,701,21,36,163.1,43,62,130,22,26,90
Botman-Newcastle,Sven Botman,Botman,DEF,Newcastle,0,2.2,81,251,6,412,0,0.59,0.13,0,0.22,0.05,0.81,0.18,2,0.44,4,0.87,5.07,1.11,0,0,0,0,0,95,110.4,135,387,28.4,146,410,96,83,278,23.6,133,385,18,4.1,195,561
Bruno G.-Newcastle,Bruno Guimar„es Rodriguez Moura,Bruno G.,MID,Newcastle,3,3.6,38,84,38,3273,5,4.34,0.12,6,5.32,0.15,9.66,0.27,13,0.36,44,1.21,43.41,1.19,0,0,0,0,10,661,723,14,55,796,17,21,454,44,70,197.5,27,35,135,21.8,36,112
Burn-Newcastle,Dan Burn,Burn,DEF,Newcastle,12.6,3.1,37,134,37,3330,1,1.97,0.05,1,1.09,0.03,3.06,0.08,13,0.35,45,1.22,45.22,1.22,0,0,0,0,9,476,736.6,19,47,123.6,77,274,297,10,117,115.8,29,122,115,25,12,33
D˙bravka-Newcastle,Martin D˙bravka,D˙bravka,GK,Newcastle,1.3,4.4,4,25,10,900,0,0,0,0,0,0,0,0,5,0.5,12,1.2,11.19,1.12,0,0,29,2.9,2,160,220.2,27,288,0,46,575,0,27,534,22,27,391,44,11,25,176
Gordon-Newcastle,Anthony Gordon,Gordon,MID,Newcastle,8,3.6,40,87,28,2428,6,8.19,0.3,6,4.8,0.18,12.99,0.48,10,0.37,33,1.22,32.62,1.21,1,0,0,0,9,476,537,47,125,777.3,22,26,655,26,44,196.8,28,36,124,16.8,14,48
Hall-Newcastle,Lewis Hall,Hall,DEF,Newcastle,4.4,3.8,6,61,24,2188,0,0.43,0.02,7,3.73,0.15,4.16,0.17,8,0.33,31,1.28,29.73,1.22,0,0,0,0,11,443,561.6,44,114,561.2,10,63,128,66,243,125.3,18,103,102,21.7,30,86
Hayden-Newcastle,Isaac Hayden,Hayden,MID,Newcastle,0.1,0,260,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,671,0,258,665,0,247,637,0,257,671,0,0,202,534
Isak-Newcastle,Alexander Isak,Isak,FWD,Newcastle,49.4,6.2,1,3,34,2758,23,20.33,0.66,6,3.59,0.12,23.92,0.78,12,0.39,41,1.34,36.85,1.2,0,0,0,0,36,848,1043,1,6,573.1,2,61,1320,2,3,292.7,1,5,211,22.4,1,2
J.Murphy-Newcastle,Jacob Murphy,J.Murphy,MID,Newcastle,14.3,4.5,10,21,31,2356,8,5.89,0.22,13,6.14,0.23,12.03,0.45,11,0.42,31,1.18,28.19,1.08,0,0,0,0,11,601,713.4,16,57,625.2,43,52,519,38,59,185.6,35,47,159,30.6,9,28
Joelinton-Newcastle,Joelinton C·ssio Apolin·rio de Lira,Joelinton,MID,Newcastle,1.1,3.4,51,111,29,2394,4,3.74,0.14,4,2.17,0.08,5.91,0.22,10,0.38,32,1.2,31.79,1.2,0,0,0,0,11,374,469.8,58,154,389.3,76,104,465,43,69,132.7,61,94,99,16.5,63,199
Kelly-Newcastle,Lloyd Kelly,Kelly,DEF,Newcastle,0.1,1.2,148,432,4,299,0,0.41,0.12,1,0.11,0.03,0.52,0.15,0,0,6,1.81,5.72,1.72,0,0,0,0,0,40,80.6,150,414,29,145,409,20,141,402,12.6,151,427,12,2.9,166,475
Krafth-Newcastle,Emil Krafth,Krafth,DEF,Newcastle,0.1,1.4,136,402,2,334,0,0.04,0.01,0,0.04,0.01,0.08,0.02,1,0.27,2,0.54,6.5,1.75,0,0,0,0,0,55,59.2,157,430,19.7,154,434,13,153,425,9.3,157,448,17,4,165,474
Kuol-Newcastle,Garang Kuol,Kuol,MID,Newcastle,0.1,0,266,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,682,0,265,677,0,255,653,0,265,682,0,0,186,510
Lascelles-Newcastle,Jamaal Lascelles,Lascelles,DEF,Newcastle,0,0,260,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,689,0,260,684,0,258,661,0,261,689,0,0,249,731
Lewis-Newcastle,Jamal Lewis,Lewis,DEF,Newcastle,0.1,0,203,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,596,0,201,580,0,190,539,0,203,596,0,0,153,426
Livramento-Newcastle,Tino Livramento,Livramento,DEF,Newcastle,8.9,2.8,52,169,32,2835,0,0.33,0.01,1,2.7,0.09,3.03,0.1,10,0.32,40,1.27,37.83,1.2,0,0,0,0,6,476,567.4,43,111,406.2,20,99,127,67,244,110.1,34,132,105,22.8,16,43
Longstaff-Newcastle,Sean Longstaff,Longstaff,MID,Newcastle,0.3,1.4,188,407,8,783,0,0.6,0.07,1,0.22,0.03,0.82,0.1,2,0.23,11,1.26,11.32,1.3,0,0,0,0,0,131,117.2,176,377,78.4,188,323,76,168,300,27.3,185,372,34,7.7,90,297
Miley-Newcastle,Lewis Miley,Miley,MID,Newcastle,0,1.5,184,391,1,304,1,0.57,0.17,0,0.3,0.09,0.87,0.26,0,0,4,1.18,5.68,1.68,0,0,0,0,1,88,87.4,190,407,33.5,210,395,45,188,351,16.7,197,410,21,4.2,273,667
Odysseas-Newcastle,Odysseas Vlachodimos,Odysseas,GK,Newcastle,0.1,0,79,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,663,0,71,654,0,54,619,0,79,663,0,0,64,467
